search URL:,https://patents.google.com/?q=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29&oq=%28%22livestock+waste%22+OR+manure+OR+%22animal+waste%22+OR+%22poultry+litter%22+OR+%22swine+manure%22%29+AND+%28processing+OR+treatment+OR+recycling+OR+utilization%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
JP-7150654-B2,Alkali metal removing method and alkali metal removing apparatus ,太平洋セメント株式会社,"香奈 堀場, 裕太 田原, 航綺 浜田",2019-03-26,2019-03-26,2022-10-11,2022-10-11,https://patents.google.com/patent/JP7150654B2/en,https://patentimages.storage.googleapis.com/d4/b7/5a/3386011a763803/0007150654000004.png
US-9745555-B2,Bacteriophage and antibacterial composition comprising the same ,Cj Cheiljedang Corporation,"Bo Kyung SON, Gi Duk BAE, Jae Won Kim",2013-02-27,2014-02-26,2017-08-29,2017-08-29,https://patents.google.com/patent/US9745555B2/en,https://patentimages.storage.googleapis.com/3d/a9/da/2aac985743c668/US09745555-20170829-D00001.png
CN-109477083-B,Thermostable metagenomic carbonic anhydrases and uses thereof ,诺维信公司,"S·萨洛蒙, M·S·博尔克特, T·H·布利克, W·施特赖特, M·佩纳",2016-07-20,2017-07-20,2023-06-06,2023-06-06,https://patents.google.com/patent/CN109477083B/en,https://patentimages.storage.googleapis.com/cc/8f/73/e59cb08436f1da/HDA0001947018550000011.png
KR-101888027-B1,Method for determining discharge capacity of drainage basin fresh water aquiculture pollution ,"난징 인스티튜트 오브 인바이런먼털 사이언스, 엠이피","이민 장, 웨샹 가오, 웨밍 주, 젠잉 차오, 푸취안 펑, 단 우",2014-12-08,2015-04-23,2018-08-13,2018-08-13,https://patents.google.com/patent/KR101888027B1/en,https://patentimages.storage.googleapis.com/32/4e/0c/51759b52c9f0bb/112016015293067-pct00010.png
US-12044013-B2,Polyolefin thermoplastic roofing membranes with improved burn resistivity ,Holcim Technology Ltd,"Hao Wang, Donna TIPPMANN, Michael J. Hubbard, Todd TAYKOWSKI, Timothy McQuillen",2015-12-31,2023-01-12,2024-07-23,2024-07-23,https://patents.google.com/patent/US12044013B2/en,https://patentimages.storage.googleapis.com/39/db/e2/7dfccdd21986d8/US12044013-20240723-D00001.png
JP-5840362-B2,Water absorbing agent and method for producing the same ,株式会社日本触媒,"芳史 足立, 芳史 足立, 一司 鳥井, 一司 鳥井, 雄介 渡邉, 雄介 渡邉, 大志 小林, 大志 小林, 敏匡 北山, 敏匡 北山, 鈴木　清一, 清一 鈴木, 米田　淳郎, 淳郎 米田",2007-09-28,2008-09-26,2016-01-06,2016-01-06,https://patents.google.com/patent/JP5840362B2/en,https://patentimages.storage.googleapis.com/14/06/6a/1fbdd268ba5c89/0005840362-18.png
CN-107417393-B,Preparation of a cellulose-based multi-nutrient macromolecular slow-controlled release fertilizer ,中北大学,"赵贵哲, 师巾国, 向阳, 宋江, 刘亚青, 赵海东, 茹旭东",2017-07-31,2017-07-31,2020-12-11,2020-12-11,https://patents.google.com/patent/CN107417393B/en,https://patentimages.storage.googleapis.com/e4/35/e8/b16a5464c027c1/170731161820.png
US-2019166778-A1,"Hydroponic Growing System, Planting Tower and Method ","Foody Vertical Gardens, LLC","Gregory Hendrick, Ivo Wieling",2017-12-04,2017-12-04,2019-06-06,,https://patents.google.com/patent/US20190166778A1/en,https://patentimages.storage.googleapis.com/ce/8e/51/709d8f396fcf6e/US20190166778A1-20190606-D00000.png
CN-101583277-B,Pesticide composition containing propamocarb etedronate and insecticidal active substances ,拜尔农作物科学股份公司,"W·蒂勒特, A·苏提-海因茨, K·范登恩德, M·安德瑞斯, H·亨格伯格",2006-12-22,2007-12-21,2013-11-20,2013-11-20,https://patents.google.com/patent/CN101583277B/en,
US-11477947-B2,Container and plant tray ,International Plant Propagation Technology Ltd,John Cooley,2017-06-13,2018-06-13,2022-10-25,2022-10-25,https://patents.google.com/patent/US11477947B2/en,https://patentimages.storage.googleapis.com/d6/9a/dd/571124ee5ba08b/US11477947-20221025-D00000.png
US-9074234-B2,Method of predicting crop yield using metabolic profiling ,Syngenta Participations Ag,Timothy Tierney,2011-03-07,2012-03-07,2015-07-07,2015-07-07,https://patents.google.com/patent/US9074234B2/en,https://patentimages.storage.googleapis.com/58/76/72/c90c528002d350/US09074234-20150707-D00000.png
US-9103925-B2,Radiation scanning and disabling of hazardous targets in containers ,"Varian Medical Systems, Inc.","James H. Johnson, James E. Clayton",2006-11-21,2012-07-16,2015-08-11,2015-08-11,https://patents.google.com/patent/US9103925B2/en,https://patentimages.storage.googleapis.com/52/ea/88/0e2ae408aaa94c/US09103925-20150811-D00000.png
CN-101306899-B,Grey water treatment technology for graded gasification furnace ,山西丰喜肥业（集团）股份有限公司临猗分公司,"韩喜民, 宋利, 马宏波, 樊少波",2008-05-21,2008-05-21,2010-09-08,2010-09-08,https://patents.google.com/patent/CN101306899B/en,https://patentimages.storage.googleapis.com/d6/31/f2/f5ad6ba29c57f5/S2008100551386E00011.png
US-7776337-B2,Bacteriocins and novel bacterial strains ,"The United States Of America, As Represented By The Secretary Of Agriculture","Norman J Stern, Edward A Svetoch, Boris V Eruslanov, Vladimir V Perelygin, Vladimir P Levchuk, Larisa I Volodina, Yuri N. Kovalev, Tamara Y. Kudryavtseva, Victor D. Pokhilenko, Valery N. Borzenkov, Olga E. Svetoch, Eugeni V. Mitsevich, Irina P. Mitsevich",2003-08-21,2008-08-15,2010-08-17,2010-08-17,https://patents.google.com/patent/US7776337B2/en,https://patentimages.storage.googleapis.com/aa/87/38/3fe29a4fd0c65c/US07776337-20100817-D00001.png
CN-113912084-B,"A kind of method utilizing sodium sulfate and sodium chloride mixed salt to prepare sodium carbonate, ammonium sulfate and ammonium chloride ","中国科学院过程工程研究所, 北京镜澄科技有限公司","张洋, 范兵强, 张贺东, 申长帅, 郑诗礼, 曹宏斌, 陈沛松",2021-12-09,2021-12-09,2022-03-04,2022-03-04,https://patents.google.com/patent/CN113912084B/en,https://patentimages.storage.googleapis.com/78/33/48/b46592619d0fcf/211125171403.png
CN-103260645-B,Norovirus capsid and rotavirus VP6 protein as a combination vaccine ,"蒂莫·韦西卡里, 韦斯娜·布拉热维奇","蒂莫·韦西卡里, 韦斯娜·布拉热维奇, 基尔西·努尔米宁, 莱纳·胡赫蒂, 苏维·拉帕莱宁, 埃娃·约凯拉",2010-10-14,2011-10-12,2016-03-16,2016-03-16,https://patents.google.com/patent/CN103260645B/en,
US-2018024549-A1,System and method for autonomous control of agricultural machinery and equipment ,Colin Josh Hurd,Colin Josh Hurd,2016-07-19,2017-07-18,2018-01-25,,https://patents.google.com/patent/US20180024549A1/en,https://patentimages.storage.googleapis.com/7e/70/41/dda2ab3c29f6e4/US20180024549A1-20180125-D00000.png
US-7892424-B2,Decentralized source separation sewage system ,Societe Eg06 Inc.,Paul Mayrand,2008-04-07,2009-04-07,2011-02-22,2011-02-22,https://patents.google.com/patent/US7892424B2/en,https://patentimages.storage.googleapis.com/40/88/77/c6260102961f02/US07892424-20110222-D00000.png
CN-103035112-B,Wireless acquisition terminal for crop-atmosphere-soil information and acquisition method ,南京农业大学,"倪军, 曹卫星, 朱艳, 姚霞, 田永超, 庞方荣",2012-12-19,2012-12-19,2015-01-07,2015-01-07,https://patents.google.com/patent/CN103035112B/en,
CN-101462811-B,Biological treatment method and apparatus for organic containing water ,栗田工业株式会社,"安井英齐, 百崎胜彦",2007-12-21,2008-12-22,2013-08-21,2013-08-21,https://patents.google.com/patent/CN101462811B/en,https://patentimages.storage.googleapis.com/e5/e5/b3/e1caff2525ebdc/H200810186508XE00011.png
CN-103931946-B,A kind of Fattening Sheep high protein mineral matter nutritional lick block contained and preparation method thereof ,呼和浩特市百瑞尔生物技术有限公司,张润厚,2014-04-28,2014-04-28,2016-09-21,2016-09-21,https://patents.google.com/patent/CN103931946B/en,
CN-102065864-B,Therapeutic agent for inflammatory bowel disease ,日本新药株式会社,兴井隆,2008-06-23,2009-06-22,2012-11-21,2012-11-21,https://patents.google.com/patent/CN102065864B/en,https://patentimages.storage.googleapis.com/96/07/7e/799b8a11e8fd11/HPA00001280582600011.png
JP-5561481-B2,Oil palm empty fruit bunch pretreatment method and combustion / heat recovery method ,Ｊｆｅエンジニアリング株式会社,"契一 奥山, 猛志 辻, 啓二 戸村, 聡 堀内",2010-12-10,2010-12-10,2014-07-30,2014-07-30,https://patents.google.com/patent/JP5561481B2/en,https://patentimages.storage.googleapis.com/70/a1/a4/ac38b77cf57683/0005561481-3.png
US-2017209481-A1,Treating hyperkalemia with crosslinked cation exchange polymers of improved physical properties ,"Relypsa, Inc.","Paul Mansky, Detlef Albrecht, Michael Burdick, Han-Ting Chang, Dominique Charmot, Eric Connor, Sherin Halfon, I-Zu Huang, Mingjun Liu, Werner Strüver",2008-08-22,2016-12-16,2017-07-27,,https://patents.google.com/patent/US20170209481A1/en,https://patentimages.storage.googleapis.com/14/f3/2f/589ec1c7d4421a/US20170209481A1-20170727-D00001.png
CN-102879978-B,Camera module with protective air ventilation channel ,南昌欧菲光电技术有限公司,"P·帕维斯兰, Y·T·奥伊, H·C·程, H·K·翁, G·C·涛, S·K·劳",2011-03-07,2012-03-07,2015-07-08,2015-07-08,https://patents.google.com/patent/CN102879978B/en,
CN-105121412-B,"N- (4- { [6,7- bis- (methyl oxygroup) quinolyl-4s] oxygroup } phenyl)-N′The metabolin of (4- fluorophenyl) cyclopropane -1,1- diformamide ",埃克塞里艾克西斯公司,"D·T·阿夫塔卜, S·纳加纳坦, W·许, S·莱西, L·恩古延",2013-03-15,2014-03-17,2019-07-12,2019-07-12,https://patents.google.com/patent/CN105121412B/en,
EP-3954984-B1,"Defect inspection system, defect inspection method, and defect inspection program for wood plank ","Meinan Machinery Works, Inc.",Koji Morita,2020-08-13,2021-06-02,2024-01-10,2024-01-10,https://patents.google.com/patent/EP3954984B1/en,https://patentimages.storage.googleapis.com/25/d0/13/b9154917e27e93/imgf0001.png
CN-101392073-B,"Fully biodegradable starch resin, its preparation method, film product, and resin composition for preparing the starch resin ",宏力生化科技股份有限公司,"陈志成, 王金煌, 陈钦伟, 王云平",2007-09-18,2007-09-18,2012-03-21,2012-03-21,https://patents.google.com/patent/CN101392073B/en,
CN-102444142-B,Pile group column replacement expanded basement and construction method of same ,新世纪建设集团有限公司,"方荣伟, 邓刚, 冯金荣",2011-09-20,2011-09-20,2014-01-15,2014-01-15,https://patents.google.com/patent/CN102444142B/en,https://patentimages.storage.googleapis.com/43/36/72/d2e83adc5db6b9/110920155724.png
CN-103068813-B,Anthranilic acid diamide derivatives ,拜耳知识产权有限责任公司,"R·菲舍尔, C·格朗达尔, M·海尔, 海茵茨-于尔根·罗布洛斯基, E·R·戈辛, C·冯克, 伊娃-玛丽亚·弗兰肯, O·马萨姆, A·沃斯特, U·戈杰恩斯, 村田哲也",2010-06-15,2011-06-10,2016-02-24,2016-02-24,https://patents.google.com/patent/CN103068813B/en,
KR-102841813-B1,absorbent resin particles ,스미토모 세이카 가부시키가이샤,다카시 이토,2018-12-12,2019-12-12,2025-08-01,2025-08-01,https://patents.google.com/patent/KR102841813B1/en,
ES-2861474-T3,Microbicidal phenylamidine derivatives ,Syngenta Participations Ag,"Matthias Weiss, Julien Gagnepain, Thomas Hoffman, Sarah Sulzer-Mosse, Clemens Lamberth",2015-12-15,2016-12-12,2021-10-06,2021-10-06,https://patents.google.com/patent/ES2861474T3/en,
JP-5864606-B2,Combination of opioid agonists and opioid antagonists in the treatment of Parkinson's disease ,"ユーロ−セルティーク エス．エイ．, ユーロ−セルティーク  エス．エイ．","ホップ，マイケル, トレンクバルダー，クローディア",2010-12-28,2011-12-27,2016-02-17,2016-02-17,https://patents.google.com/patent/JP5864606B2/en,
ES-2775951-T3,Procedure for manufacturing a partially foamed ballast body for a track superstructure ,Hyperion Verwaltung Gmbh,Tim Frenzel,2006-02-10,2007-02-12,2020-07-28,2020-07-28,https://patents.google.com/patent/ES2775951T3/en,
EP-2223962-B1,"Antifouling polypropylene resin composition, and housing for household electric appliance and toilet seat comprising the same ",Panasonic Corporation,"Mitsuhiro Sano, Satoshi Ohshiro",2007-12-07,2008-12-05,2012-02-29,2012-02-29,https://patents.google.com/patent/EP2223962B1/en,https://patentimages.storage.googleapis.com/3b/85/79/cf6d2a1a47ad15/imgf0001.png
CN-102027874-B,Drip irrigation under film of fruit tree and root field microenvironment regulation and controlling integrated method ,新疆农业大学,"董新光, 王茂兴, 胡安焱, 姚鹏亮",2010-09-21,2010-09-21,2012-01-04,2012-01-04,https://patents.google.com/patent/CN102027874B/en,https://patentimages.storage.googleapis.com/a0/f1/9f/8efd8f3c471681/HSA00000279104700011.png
CN-104830358-B,A kind of biomass graded gasification produces the device and method of hydrogen-rich gas ,东南大学,"肖军, 周亚运, 吕潇, 袁言言, 沈来宏",2015-04-30,2015-04-30,2017-03-15,2017-03-15,https://patents.google.com/patent/CN104830358B/en,
US-7659087-B2,Methods and devices for diagnosis of appendicitis ,"Aspenbio Pharma, Inc.","Mark A. COLGIN, John F. Bealer, Richard G. Donnelly",2004-07-23,2007-02-02,2010-02-09,2010-02-09,https://patents.google.com/patent/US7659087B2/en,https://patentimages.storage.googleapis.com/90/64/3d/5b859964905f1d/US07659087-20100209-D00000.png
CN-202738518-U,Plant cultivation device and system ,深圳市地丽生态科技有限公司,"刘春常, 黄伟, 刘常梯, 聂新华, 肖娟兰, 肖诗慷",2012-05-28,2012-05-28,2013-02-20,2013-02-20,https://patents.google.com/patent/CN202738518U/en,https://patentimages.storage.googleapis.com/d2/61/d0/9672684d31de2b/HDA00001691886200011.png
JP-6433993-B2,Herbicidal activity (alkynyl-phenyl) substituted cyclic dione compounds and derivatives thereof ,"シンジェンタ リミテッド, シンジェンタ  リミテッド","ブラック ジャニス, ブラック ジャニス, ニコラス スクット ジェイムズ, ニコラス  スクット ジェイムズ, ウォーリー ルイザ, ウォーリー ルイザ, ジェイムズ ウィレッツ ナイジェル, ジェイムズ  ウィレッツ ナイジェル",2013-05-30,2014-05-29,2018-12-05,2018-12-05,https://patents.google.com/patent/JP6433993B2/en,
CN-103068814-B,Anthranilic acid derivative ,拜耳知识产权有限责任公司,"R·菲舍尔, C·格朗达尔, M·海尔, 海茵茨-于尔根·罗布洛斯基, E·R·戈辛, A·沃斯特, U·乔珍斯",2010-06-15,2011-06-10,2015-11-25,2015-11-25,https://patents.google.com/patent/CN103068814B/en,
RU-2740156-C1,Methods for improving growth of useful bacteria in gastrointestinal tract ,Эбботт Лабораториз,"Алехандро БАРРАНКО ПЕРЕС, Мария РАМИРЕС ГОНСАЛЕС, Рэйчел БАК, Энрике ВАСКЕС ЭРНАНДЕС",2017-06-21,2018-06-21,2021-01-12,2021-01-12,https://patents.google.com/patent/RU2740156C1/en,https://patentimages.storage.googleapis.com/d5/17/9c/0ee45a3f733412/00000001.png
EP-3173472-B1,Method of combining microalgae cultivation and industrial waste gas denitrification ,"China Petroleum & Chemical Corporation, Research Institute Of Petroleum Processing, Sinopec","Junfeng Rong, Xuhua Zhou, Lin Cheng, Junying ZHU, Xugeng HUANG, Baoning Zong",2014-07-23,2015-03-17,2021-09-01,2021-09-01,https://patents.google.com/patent/EP3173472B1/en,https://patentimages.storage.googleapis.com/e3/e3/6d/39675993e96574/imgf0001.png
CN-102659377-B,Thermal preservation energy saving composite phase change energy storage gypsum board prepared by using phosphorous gypsum and preparation method thereof ,昆明理工大学,"杨月红, 舒敦涛, 张怀予",2012-04-28,2012-04-28,2013-12-18,2013-12-18,https://patents.google.com/patent/CN102659377B/en,
CN-106444378-B,Plant cultivating method and system based on Internet of Things big data analysis ,重庆科技学院,"周伟, 李家庆, 白竣仁, 吴凌, 杜明华, 唐海红, 陈实, 李晓亮, 易军, 李太福",2016-10-10,2016-10-10,2019-07-12,2019-07-12,https://patents.google.com/patent/CN106444378B/en,
CN-205847951-U,A kind of salt-soda soil fertilizer is pulverized and is spread fertilizer over the fields device ,山东胜伟园林科技有限公司,王胜,2016-07-12,2016-07-12,2017-01-04,2017-01-04,https://patents.google.com/patent/CN205847951U/en,
US-2023108283-A1,Smart sprayer for precision agriculture ,"Stout Industrial Technology, Inc.","Jeffrey L. Antle, Steven T. Snyder",2020-02-09,2022-12-05,2023-04-06,,https://patents.google.com/patent/US20230108283A1/en,https://patentimages.storage.googleapis.com/b4/ff/88/5963547d527c1c/US20230108283A1-20230406-D00000.png
CN-107159679-B,A method for preparing fuel oil by hydrothermal liquefaction of kitchen waste ,浙江大学,"池涌, 舒迪, 王飞, 蒋旭光, 严建华, 黄群星, 李晓东, 陆胜勇",2017-05-17,2017-05-17,2019-12-03,2019-12-03,https://patents.google.com/patent/CN107159679B/en,
JP-7113014-B2,Pesticidal active heterocyclic derivatives with sulfur-containing substituents ,シンジェンタ パーティシペーションズ アーゲー,"アンドリュー エドマンズ, セバスチャン レンドラー, ミヒェル ミューレバッハ, ダニエル エメリー, アンケ ブッフホルツ, ヴィカス シケルヴァル, ギリシュ ラワル",2016-12-15,2017-12-08,2022-08-04,2022-08-04,https://patents.google.com/patent/JP7113014B2/en,
CN-101600835-B,Biofunctional materials ,"丰田自动车工程及制造北美公司, 丰田自动车株式会社, 阿克伦大学","王平, 张敏娟, 贾鸿飞, A·H·特里维迪, 石井雅彦",2006-11-22,2007-11-08,2014-01-22,2014-01-22,https://patents.google.com/patent/CN101600835B/en,https://patentimages.storage.googleapis.com/ee/df/f1/30da191fdead8c/H2007800328387E00031.png
CN-102805266-B,Feed for improving digestive and immunologic ability of chicken ,山东新希望六和集团有限公司,"黄河, 李鑫",2012-08-21,2012-08-21,2013-09-25,2013-09-25,https://patents.google.com/patent/CN102805266B/en,
CN-101390505-B,Encarsia Sophia artificial propagation production method ,北京市农林科学院,"张帆, 罗晨, 周长青, 张君明",2008-10-28,2008-10-28,2012-02-15,2012-02-15,https://patents.google.com/patent/CN101390505B/en,https://patentimages.storage.googleapis.com/ac/fe/f0/e9f8d530777867/HSB00000545051500011.png
CN-103429277-B,Structured fibrous web ,宝洁公司,"P·T·威斯曼, E·P·温伯格, E·B·邦德, D·I·科里亚斯, P·J·凯利特",2011-03-15,2012-03-12,2016-06-22,2016-06-22,https://patents.google.com/patent/CN103429277B/en,
US-10517230-B2,Layered facade panel ,Designlaw Limited,Alistair Law,2013-11-21,2014-11-21,2019-12-31,2019-12-31,https://patents.google.com/patent/US10517230B2/en,https://patentimages.storage.googleapis.com/a9/74/38/36ea20dd55a91b/US10517230-20191231-D00000.png
ES-2975427-T3,"Bacterial strains, their compositions and their use for the treatment of gastrointestinal disorders ",Alfasigma Spa,"Andrea Biffi, Walter Fiore",2019-09-20,2020-09-21,2024-07-05,2024-07-05,https://patents.google.com/patent/ES2975427T3/en,
US-9855843-B2,System and method for controlling the speed of a track-driven work vehicle based on monitored loads to avoid track overheating ,Cnh Industrial America Llc,"Brian Vik, Jason Novacek, Mark Krogen, David Tveito, Russell Stoltman",2016-02-24,2016-02-24,2018-01-02,2018-01-02,https://patents.google.com/patent/US9855843B2/en,https://patentimages.storage.googleapis.com/11/e7/1b/67f1e01dbedaa3/US09855843-20180102-D00000.png
US-10316124-B2,Cold water soluble polyvinyl alcohol/alkyl acrylate copolymers and films thereof ,"Sekassai Specialty Chemicals America, LLC","Richard Vicari, Bret F. Hann",2010-12-22,2011-12-16,2019-06-11,2019-06-11,https://patents.google.com/patent/US10316124B2/en,https://patentimages.storage.googleapis.com/9c/28/4b/13c51f3bc2a9d0/US10316124-20190611-D00000.png
US-10627794-B2,Controlling IOT devices via public safety answering point ,Centurylink Intellectual Property Llc,"Philip W. Carpenter, James D. Scheller, Paul Johnson",2017-12-19,2018-08-27,2020-04-21,2020-04-21,https://patents.google.com/patent/US10627794B2/en,https://patentimages.storage.googleapis.com/1b/6a/37/00354ea4e59e5b/US10627794-20200421-D00000.png
EP-2968028-B2,Nonwoven substrates ,The Procter & Gamble Company,"Calvin Hoi Wung CHENG, Olaf Erik Alexander Isele, Brian Udengaard",2013-03-15,2014-03-11,2024-04-10,2024-04-10,https://patents.google.com/patent/EP2968028B2/en,https://patentimages.storage.googleapis.com/db/de/97/6e3688c25b9f9a/imgf0001.png
US-11690311-B2,Systems and methods for spreading particulate material ,"Earthway Products, Inc.","Richard Sevrey, Justin B. Parizek, Casey Martin, John Marshall, Tim Jones",2018-12-18,2019-12-18,2023-07-04,2023-07-04,https://patents.google.com/patent/US11690311B2/en,https://patentimages.storage.googleapis.com/8d/3a/09/207984df6bfa3e/US11690311-20230704-D00000.png
CN-101256065-B,Safety rapid processing technique for strong to extremely strong rock burst ,中铁二局股份有限公司,"杨家松, 侯永和, 汪俊杰, 沙宗天, 尹大祥, 崔选峰, 张彩楼, 张焰, 吴建福, 唐剑",2008-04-17,2008-04-17,2011-04-13,2011-04-13,https://patents.google.com/patent/CN101256065B/en,https://patentimages.storage.googleapis.com/ac/c7/a9/a5eeb1714b4bed/S2008100442393E00011.png
CN-111802160-B,Method for building mangrove forest on offshore river bank ,广州普邦园林股份有限公司,"李银, 邓鹏�, 关开朗, 刘晓洲",2020-07-21,2020-07-21,2022-08-26,2022-08-26,https://patents.google.com/patent/CN111802160B/en,
US-8671617-B2,Continuous loop plant growing system ,James B. Prohaska,James B. Prohaska,2007-11-21,2008-11-18,2014-03-18,2014-03-18,https://patents.google.com/patent/US8671617B2/en,https://patentimages.storage.googleapis.com/38/e9/9f/f89690a663dd65/US08671617-20140318-D00000.png
KR-101170732-B1,Absorbent Product ,가부시키가이샤 리브도 코포레이션,"미유키 오카와, 아키코 다쓰카와, 히로후미 미야케",2008-11-11,2009-11-04,2012-08-06,2012-08-06,https://patents.google.com/patent/KR101170732B1/en,https://patentimages.storage.googleapis.com/be/61/3e/5cb3b8ac1bfbdf/112009067869818-pat00001.png
US-2013184184-A1,Methods and/or Use of Oligonucleotide Conjugates Having Varied Degrees of Labeling for Assays and Detections ,"The University Of Chicago, Solulink, Inc.","David A. Schwartz, Jimmy Williams, Xinfang Zhao, Chunfang Zhao, William B. Busa, Stephen J. Kron, Amy Catherine Flor",2010-11-22,2011-11-22,2013-07-18,,https://patents.google.com/patent/US20130184184A1/en,https://patentimages.storage.googleapis.com/76/19/2e/2b0b2c16bf6a39/US20130184184A1-20130718-D00001.png
EP-3449286-B1,Method for detecting agricultural field work performed by a vehicle ,Farmdok GmbH,Johann Prankl,2016-04-27,2017-03-29,2019-12-11,2019-12-11,https://patents.google.com/patent/EP3449286B1/en,https://patentimages.storage.googleapis.com/7b/e9/20/53bbb17034120e/imgf0001.png
CN-105473585-B,Piperidine carboxylic acid derivative as fungicide ,拜耳作物科学股份公司,"S·希勒布兰德, M·瑞德里希, S·霍夫曼, M·J·福特, J·泰尔萨, M·埃斯-塞伊德, G·霍姆伯格, P·瓦斯内尔, U·沃肯道夫-诺伊曼, 土屋知己",2013-06-24,2014-06-20,2018-04-13,2018-04-13,https://patents.google.com/patent/CN105473585B/en,
EP-2544696-B1,"Food comprising glucomannan, xanthan gum and alginate for the treatment of metabolic disorders ","Inovobiologic, Inc.","Roland J. Gahler, Michael Lyon, Simon Wood, Christopher John Lawson",2010-03-10,2011-03-10,2019-05-22,2019-05-22,https://patents.google.com/patent/EP2544696B1/en,https://patentimages.storage.googleapis.com/2e/65/67/faea60a28707e9/imgf0001.png
US-2025232837-A1,Methods and reagents for resolving nucleic acid mixtures and mixed cell populations and associated applications ,"Twinstrand Biosciences, Inc.","Jesse J. SALK, Charles Clinton VALENTINE, III, Patrick DANAHER, Fang Yin Lo",2018-05-16,2024-07-31,2025-07-17,,https://patents.google.com/patent/US20250232837A1/en,https://patentimages.storage.googleapis.com/US20250232837A1/US20250232837A1-20250717-D00000.png
US-9913860-B2,Microporous zirconium silicate for the treatment of hyperkalemia ,"ZS Pharma, Inc.","Donald Jeffrey Keyser, Alvaro F. GUILLEM",2012-10-22,2015-02-20,2018-03-13,2018-03-13,https://patents.google.com/patent/US9913860B2/en,https://patentimages.storage.googleapis.com/aa/56/d1/2109ddfecb3faf/US09913860-20180313-D00000.png
JP-7541363-B2,Methods and Reagents for Efficient Genotyping of Multiple Samples Through Pooling - Patent application ,ツインストランド・バイオサイエンシズ・インコーポレイテッド,"ソーク，ジェシー・ジェイ, ダナハー，パトリック, バレンタイン，チャールズ・クリントン・ザ・サード",2018-10-16,2019-10-16,2024-08-28,2024-08-28,https://patents.google.com/patent/JP7541363B2/en,
AU-2013255929-B2,N-(tetrazol-5-yl)- and N-(triazol-5-yl)arylcarboxamide salts and use thereof as herbicides ,Bayer Cropscience Ag,"Hartmut Ahrens, Ralf Braun, Hansjorg Dietrich, Simon Dorner-Rieping, Elmar Gatzweiler, Arnim Kohn, Christopher Hugh Rosinger, Christian Waldraff",2012-05-03,2013-04-30,2017-02-16,2017-02-16,https://patents.google.com/patent/AU2013255929B2/en,
KR-102380206-B1,cleaning device ,코닌클리케 필립스 엔.브이.,"잇 바스티얀 요하네스 듀, 마티야스 헨드리쿠스 루베르스, 피테르 킹마",2017-02-27,2018-02-12,2022-03-29,2022-03-29,https://patents.google.com/patent/KR102380206B1/en,https://patentimages.storage.googleapis.com/2d/4d/22/409e8d3b94a5a0/112019097563150-pct00002.png
US-8188088-B2,Ethenyl carboxamide derivatives useful as microbiocides ,"Syngenta Participations Ag, Syngenta Limited","Daniel Stierli, John Taylor, Harald Walter, Paul Anthony Worthington",2006-06-16,2007-06-14,2012-05-29,2012-05-29,https://patents.google.com/patent/US8188088B2/en,
CN-107926188-B,Method for improving coastal saline-alkali soil by plant intercropping ,广东东篱环境股份有限公司,"谭建萍, 徐斌, 金生英, 余江勇, 易梅",2017-11-20,2017-11-20,2020-12-25,2020-12-25,https://patents.google.com/patent/CN107926188B/en,https://patentimages.storage.googleapis.com/52/78/a8/c642e7a39a1b70/HDA0001475181150000011.png
JP-6451640-B2,Powder paint and painted articles ,Ａｇｃ株式会社,"俊 齋藤, 俊 齋藤, 将崇 相川, 将崇 相川",2013-09-27,2014-09-24,2019-01-16,2019-01-16,https://patents.google.com/patent/JP6451640B2/en,
RU-2756540-C1,Absorbent underwear containing a waistband with a back pocket ,"Кимберли-Кларк Ворлдвайд, Инк.","Роксенн М. ЦУЛЕГЕР, Сара КЛЬЮСКЕНС, Джессика АНДРИССЕН, Дэниел Коут",2018-01-31,2018-01-31,2021-10-01,2021-10-01,https://patents.google.com/patent/RU2756540C1/en,https://patentimages.storage.googleapis.com/c3/bb/b4/63b582f3dc8b82/00000002.png
US-8926526-B2,Patient in vivo gut diagnostic and treatment tool ,L. Zane Shuck,L. Zane Shuck,2012-11-30,2013-06-28,2015-01-06,2015-01-06,https://patents.google.com/patent/US8926526B2/en,
ES-2674430-T3,"Nutritional product to improve tolerance, digestion and absorption of fat soluble nutrients in an infant, toddler or child ",Abbott Laboratories,"Chron-Si Lai, Keith A. Garleb, John B. Lasekan, Steven R. Davis, Christopher T. CORDEL, Dr. Russell J. MERRITT",2010-12-29,2011-12-21,2018-06-29,2018-06-29,https://patents.google.com/patent/ES2674430T3/en,
CN-103460844-B,"Side, high ridge ridge duplicate rows covering membrane and drop irrigation implantation methods and special seeder ","杨彬, 路战远","路战远, 杨彬, 程玉臣, 张向前, 张建中, 咸丰, 白海, 妥德宝, 赵沛义, 刘孝忱, 张德健, 田玉花, 杨少楠, 智颖飙, 张荷亮, 王玉芬, 孙鸿举, 张富荣, 郭晓霞",2013-08-20,2013-08-20,2016-07-06,2016-07-06,https://patents.google.com/patent/CN103460844B/en,
